BIOEC_BAG,BIOEC_MMC,data_type,sectors,skill_category,keyword_en_ori,keyword_en_mod,keyword_en_minusc,keyword_es,keyword_es_minusc,keyword_pt_minusc,keyword_top,source,Comment,hub_challenge
,0,,,,,,swidden_2,quema_2,quema_2,roçada_2,,ipbes,,
,0,,,,,,swimming,natación,natación,natação,,unesco,,
,0,,,,,,switzerland,suiza,suiza,Suíça,,unesco,,
,0,,,,,,symbolic languages,lenguaje simbólico,lenguaje simbólico,linguagens simbólicas,,unesco,,
,0,,,,,,symbols,símbolo,símbolo,símbolos,,unesco,,
,0,,,,,,synagogues,sinagoga,sinagoga,sinagogas,,unesco,,
,0,,,,,,synergies_2,sinergias_2,sinergias_2,sinergias_2,,ipbes,,
,0,,,,,,synergy,sinergia,sinergia,sinergia,,ipbes,,
,0,,,,,,syntax,sintaxis,sintaxis,sintaxe,,unesco,,
,0,,,,,,synthesis reports_1,informes de síntesis_1,informes de síntesis_1,relatórios de síntese_1,,ipbes,,
,0,,,,,,synthesis reports_2,informes de síntesis_2,informes de síntesis_2,relatórios de síntese_2,,ipbes,,
,0,,,,,,syrian arab republic,república árabe siria,república árabe siria,República Árabe da Síria,,unesco,,
,0,,,,,,systematic review,revisión sistemática,revisión sistemática,revisão sistemática,,ipbes,,
,0,,,,,,integrated pest management,manejo integrado de plagas,manejo integrado de plagas,controle de pragas integrado,,ipbes,,
,0,,,,,,systems of life,sistemas de vida,sistemas de vida,sistemas de vida,,ipbes,,
,0,,,,,,systems of medicine,sistema médico,sistema médico,sistemas de medicina,,unesco,,
,0,,,,,,taboo,tabú,tabú,tabu,,ipbes,,
,0,,,,,,tahitian,tahitiano,tahitiano,taitiano,,unesco,,
,0,,,,,,tai languages,lenguas tai,lenguas tai,línguas tailandesas,,unesco,,
,0,,,,,,taiga,taiga,taiga,taiga,,unesco,,
,0,,,,,,taiwan china,taiwán china,taiwán china,taiwan china,,unesco,,
,0,,,,,,tajik,tajik,tajik,tadjique,,unesco,,
,0,,,,,,tajik ssr,rss de tayikistán,rss de tayikistán,ssr tadjique,,unesco,,
,0,,,,,,tajikistan,tayikistán,tayikistán,Tadjiquistão,,unesco,,
,0,,,,,,talent,talento,talento,talento,,unesco,,
,0,,,,,,tamil,tamil,tamil,tâmil,,unesco,,
,0,,,,,,tanzania ur,tanzania ru,tanzania ru,Tanzânia você,,unesco,,
,0,,,,,,taoism,taoísmo,taoísmo,taoísmo,,unesco,,
,0,,,,,,tapestry,tapicería,tapicería,tapeçaria,,unesco,,
,0,,,,,,target,objetivo,objetivo,alvo,,ipbes,,
,0,,,,,,target condition,condición objetivo,condición objetivo,condição alvo,,ipbes,,
,0,,,,,,target groups,grupo diana,grupo diana,grupos-alvo,,unesco,,
,0,,,,,,target-seeking scenarios (also known as “goal-seeking scenarios” or “normative scenarios”),escenarios de búsqueda de objetivos (también conocidos como “escenarios de búsqueda de objetivos” o “escenarios normativos”),escenarios de búsqueda de objetivos (también conocidos como “escenarios de búsqueda de objetivos” o “escenarios normativos”),cenários de busca de metas (também conhecidos como “cenários de busca de metas” ou “cenários normativos”),,ipbes,,
,0,,,,,,target-seeking scenarios_2,escenarios de búsqueda de objetivos_2,escenarios de búsqueda de objetivos_2,cenários de busca de alvo_2,,ipbes,,
,0,,,,,,tariffs,arancel,arancel,tarifas,,unesco,,
,0,,,,,,tasmanian languages,lengua tasmaniana,lengua tasmaniana,línguas da Tasmânia,,unesco,,
,0,,,,,,taxation,tributación,tributación,tributação,,unesco,,
,0,,,,,,taxon_1,taxón_1,taxón_1,táxon_1,,ipbes,,
,0,,,,,,taxonomic diversity,diversidad taxonómica,diversidad taxonómica,diversidade taxonômica,,ipbes,,
,0,,,,,,tea,té,té,chá,,unesco,,
,0,,,,,,teacher administration relationship,relación docente-administración,relación docente-administración,relacionamento administração professor,,unesco,,
,0,,,,,,teacher aides,auxiliar docente,auxiliar docente,auxiliares de professores,,unesco,,
,0,,,,,,teacher associations,asociación de profesores,asociación de profesores,associações de professores,,unesco,,
,0,,,,,,teacher attitudes,actitud del docente,actitud del docente,atitudes do professor,,unesco,,
,0,,,,,,teacher authority,autoridad del docente,autoridad del docente,autoridade do professor,,unesco,,
,0,,,,,,teacher behaviour,comportamiento del docente,comportamiento del docente,comportamento do professor,,unesco,,
,0,,,,,,teacher centres,centro pedagógico,centro pedagógico,centros de professores,,unesco,,
,0,,,,,,teacher conditions of employment,condiciones de empleo del docente,condiciones de empleo del docente,condições de emprego dos professores,,unesco,,
,0,,,,,,teacher education,formación de docentes,formación de docentes,formação de professores,,unesco,,
,0,,,,,,teacher education curriculum,programa de formación de docentes,programa de formación de docentes,currículo de formação de professores,,unesco,,
,0,,,,,,teacher education schools,escuela de profesores,escuela de profesores,escolas de formação de professores,,unesco,,
,0,,,,,,teacher educator training,formación de educadores de docentes,formación de educadores de docentes,formação de formadores de professores,,unesco,,
,0,,,,,,teacher educators,formador de docentes,formador de docentes,formadores de professores,,unesco,,
,0,,,,,,teacher effectiveness,eficacia del docente,eficacia del docente,eficácia do professor,,unesco,,
,0,,,,,,teacher employment,empleo de los docentes,empleo de los docentes,emprego de professor,,unesco,,
,0,,,,,,teacher evaluation,evaluación del docente,evaluación del docente,avaliação do professor,,unesco,,
,0,,,,,,teacher mobility,movilidad del docente,movilidad del docente,mobilidade de professores,,unesco,,
,0,,,,,,teacher participation,participación del profesor,participación del profesor,participação do professor,,unesco,,
,0,,,,,,teacher policy,política docente,política docente,política de professores,,unesco,,
,0,,,,,,teacher qualifications,competencias del docente,competencias del docente,qualificações dos professores,,unesco,,
,0,,,,,,teacher recruitment,reclutamiento de docentes,reclutamiento de docentes,recrutamento de professores,,unesco,,
,0,,,,,,teacher responsibility,responsabilidad del docente,responsabilidad del docente,responsabilidade do professor,,unesco,,
,0,,,,,,teacher role,papel del docente,papel del docente,papel do professor,,unesco,,
,0,,,,,,teacher selection,selección de docentes,selección de docentes,seleção de professores,,unesco,,
,0,,,,,,teacher shortage,escasez de profesores,escasez de profesores,escassez de professores,,unesco,,
,0,,,,,,teacher status,situación del docente,situación del docente,estatuto de professor,,unesco,,
,0,,,,,,teacher supervision,supervisión de los docentes,supervisión de los docentes,supervisão de professor,,unesco,,
,0,,,,,,teacher supply,oferta de docentes,oferta de docentes,fornecimento de professores,,unesco,,
,0,,,,,,teacher trade unions,sindicato de profesores,sindicato de profesores,sindicatos de professores,,unesco,,
,0,,,,,,teacher wages,salario del profesor,salario del profesor,salário dos professores,,unesco,,
,0,,,,,,teachers,docente,docente,professores,,unesco,,
,0,,,,,,teaching,enseñanza,enseñanza,ensino,,unesco,,
,0,,,,,,teaching abroad,enseñanza en el extranjero,enseñanza en el extranjero,ensinando no exterior,,unesco,,
,0,,,,,,teaching guides,manual del profesor,manual del profesor,guias de ensino,,unesco,,
,0,,,,,,teaching machines,máquina de aprendizaje,máquina de aprendizaje,máquinas de ensino,,unesco,,
,0,,,,,,teaching materials,material didáctico,material didáctico,Materiais de ensino,,unesco,,
,0,,,,,,teaching method innovations,innovación pedagógica,innovación pedagógica,inovações em métodos de ensino,,unesco,,
,0,,,,,,teaching methods,método de enseñanza,método de enseñanza,métodos de ensino,,unesco,,
,0,,,,,,teaching practice,práctica pedagógica,práctica pedagógica,prática docente,,unesco,,
,0,,,,,,teaching profession,docencia,docencia,profissão docente,,unesco,,
,0,,,,,,teaching skills,habilidad pedagógica,habilidad pedagógica,Habilidades de ensino,,unesco,,
,0,,,,,,teaching standards,norma de enseñanza,norma de enseñanza,padrões de ensino,,unesco,,
,0,,,,,,team teaching,enseñanza en equipo,enseñanza en equipo,ensino em equipe,,unesco,,
,0,,,,,,technical and vocational education,enseñanza técnica y profesional,enseñanza técnica y profesional,ensino técnico e profissional,,unesco,,
,0,,,,,,intensive agriculture,agricultura intensiva,agricultura intensiva,agricultura intensiva,,ipbes,,
,0,,,,,,technical drawing,dibujo técnico,dibujo técnico,desenho técnico,,unesco,,
,0,,,,,,technical education,enseñanza técnica,enseñanza técnica,Educação técnica,,unesco,,
,0,,,,,,technical papers,documentos técnicos,documentos técnicos,artigos técnicos,,ipbes,,
,0,,,,,,technical school teachers,docente de escuelas técnicas,docente de escuelas técnicas,professores de escolas técnicas,,unesco,,
,0,,,,,,technical summary,resumen técnico,resumen técnico,resumo técnico,,ipbes,,
,0,,,,,,technical teacher education,formación de docentes de educación técnica,formación de docentes de educación técnica,formação de professores técnicos,,unesco,,
,0,,,,,,technical writing,redacción técnica,redacción técnica,escrita técnica,,unesco,,
,0,,,,,,technicians,técnico,técnico,técnicos,,unesco,,
,0,,,,,,technocracy,tecnocracia,tecnocracia,tecnocracia,,unesco,,
,0,,,,,,intensive grazing lands_1,tierras de pastoreo intensivo_1,tierras de pastoreo intensivo_1,pastagens intensivas_1,,ipbes,,
,0,,,,,,technological institutes,instituto tecnológico,instituto tecnológico,institutos tecnológicos,,unesco,,
,0,,,,,,technology,tecnología,tecnología,tecnologia,,unesco,,
,0,,,,,,technology assessment,evaluación de la tecnología,evaluación de la tecnología,avaliação de tecnologia,,unesco,,
,0,,,,,,tectonics,tectónica,tectónica,tectônica,,unesco,,
,0,,,,,,tele-coupling,teleacoplamiento,teleacoplamiento,tele-acoplamento,,ipbes,,
,0,,,,,,tele-grabbing,tele-captura,tele-captura,tele-agarração,,ipbes,,
,0,,,,,,teleclubs,teleclub,teleclub,teleclubes,,unesco,,
,0,,,,,,telecommunications,telecomunicación,telecomunicación,telecomunicações,,unesco,,
,0,,,,,,telecommunications applications,aplicación de telecomunicaciones,aplicación de telecomunicaciones,aplicações de telecomunicações,,unesco,,
,0,,,,,,telecommunications equipment,equipamiento de telecomunicaciones,equipamiento de telecomunicaciones,equipamento de telecomunicações,,unesco,,
,0,,,,,,telecommunications industry,industria de telecomunicaciones,industria de telecomunicaciones,indústria de telecomunicações,,unesco,,
,0,,,,,,telecommunications networks,red de telecomunicaciones,red de telecomunicaciones,redes de telecomunicações,,unesco,,
,0,,,,,,teleconferencing,teleconferencia,teleconferencia,teleconferência,,unesco,,
,0,,,,,,teleconnection,teleconexión,teleconexión,teleconexão,,ipbes,,
,0,,,,,,teleconnections,teleconexiones,teleconexiones,teleconexões,,ipbes,,
,0,,,,,,telecoupling_1,teleacoplamiento_1,teleacoplamiento_1,teleacoplamento_1,,ipbes,,
,0,,,,,,telecoupling_2,teleacoplamiento_2,teleacoplamiento_2,teleacoplamento_2,,ipbes,,
,0,,,,,,telecoupling_3,teleacoplamiento_3,teleacoplamiento_3,teleacoplamento_3,,ipbes,,
,0,,,,,,telecoupling_4,teleacoplamiento_4,teleacoplamiento_4,teleacoplamento_4,,ipbes,,
,0,,,,,,telegu,telegu,telegu,telegu,,unesco,,
,0,,,,,,telematics,telemática,telemática,telemática,,unesco,,
,0,,,,,,telephone,teléfono,teléfono,Telefone,,unesco,,
,0,,,,,,telephone engineering,ingeniería telefónica,ingeniería telefónica,engenharia telefônica,,unesco,,
,0,,,,,,televiewers,televidente,televidente,telespectadores,,unesco,,
,0,,,,,,television,televisión,televisión,televisão,,unesco,,
,0,,,,,,television advertising,publicidad televisada,publicidad televisada,publicidade televisiva,,unesco,,
,0,,,,,,television engineering,ingeniería de la televisión,ingeniería de la televisión,engenharia de televisão,,unesco,,
,0,,,,,,television films,película de televisión,película de televisión,filmes de televisão,,unesco,,
,0,,,,,,television news,telediario,telediario,notícias de televisão,,unesco,,
,0,,,,,,television production,producción televisiva,producción televisiva,produção televisiva,,unesco,,
,0,,,,,,television programmes,programa de televisión,programa de televisión,programas de televisão,,unesco,,
,0,,,,,,television stations,estudio de televisión,estudio de televisión,estações de televisão,,unesco,,
,0,,,,,,telex,télex,télex,telex,,unesco,,
,0,,,,,,temperate zones,zona templada,zona templada,zonas temperadas,,unesco,,
,0,,,,,,temperature,temperatura,temperatura,temperatura,,unesco,,
,0,,,,,,temperature distribution,distribución de las temperaturas,distribución de las temperaturas,distribuição de temperatura,,unesco,,
,0,,,,,,temples,templo,templo,templos,,unesco,,
,0,,,,,,temporal scale,escala temporal,escala temporal,escala temporal,,ipbes,,
,0,,,,,,temporal scales,escalas temporales,escalas temporales,escalas temporais,,ipbes,,
,0,,,,,,tenure,tenencia,tenencia,mandato,,ipbes,,
,0,,,,,,tenure security,seguridad de tenencia,seguridad de tenencia,segurança de posse,,ipbes,,
,0,,,,,,tenure_2,tenencia_2,tenencia_2,mandato_2,,ipbes,,
,0,,,,,,teratogen,teratógeno,teratógeno,teratógeno,,ipbes,,
,0,,,,,,terminological control,control terminológico,control terminológico,controle terminológico,,unesco,,
,0,,,,,,terminology,terminología,terminología,terminologia,,unesco,,
,0,,,,,,termites,termita,termita,cupins,,unesco,,
,0,,,,,,terms of trade,relación de intercambio,relación de intercambio,termos de troca,,unesco,,
,0,,,,,,land degradation neutrality,neutralidad de la degradación de la tierra,neutralidad de la degradación de la tierra,neutralidade da degradação da terra,,ipbes,,
,0,,,,,,land sharing and sparing,compartir y preservar la tierra,compartir y preservar la tierra,partilha e preservação de terras,,ipbes,,
,0,,,,,,terrestrial heat,calor terrestre,calor terrestre,calor terrestre,,unesco,,
,0,,,,,,terrestrial productivity,productividad terrestre,productividad terrestre,produtividade terrestre,,ipbes,,
,0,,,,,,territorial rights,derecho territorial,derecho territorial,direitos territoriais,,unesco,,
,0,,,,,,territorial use rights in fisheries (turfs)_1,derechos de uso territorial en la pesca (césped)_1,derechos de uso territorial en la pesca (césped)_1,direitos de uso territorial na pesca (turfs)_1,,ipbes,,
,0,,,,,,territorial use rights in fisheries (turfs)_2,derechos de uso territorial en pesquerías (céspedes)_2,derechos de uso territorial en pesquerías (céspedes)_2,direitos de uso territorial na pesca (turfs)_2,,ipbes,,
,0,,,,,,territorial waters,aguas territoriales,aguas territoriales,Águas territoriais,,unesco,,
,0,,,,,,terrorism,terrorismo,terrorismo,terrorismo,,unesco,,
,0,,,,,,testing,ensayo,ensayo,testando,,unesco,,
,0,,,,,,tetum,tetun,tetun,tétum,,unesco,,
,0,,,,,,textbook production,producción de libros de texto,producción de libros de texto,produção de livros didáticos,,unesco,,
,0,,,,,,textbooks,libro de texto,libro de texto,livros didáticos,,unesco,,
,0,,,,,,textile arts,artes textiles,artes textiles,artes têxteis,,unesco,,
,0,,,,,,textile industry,industria textil,industria textil,industria têxtil,,unesco,,
,0,,,,,,textiles,tejido,tejido,têxteis,,unesco,,
,0,,,,,,thai,tai,tai,tailandês,,unesco,,
,0,,,,,,thailand,tailandia,tailandia,Tailândia,,unesco,,
,0,,,,,,theatre,teatro,teatro,teatro,,unesco,,
,0,,,,,,theatre directors,director de teatro,director de teatro,diretores de teatro,,unesco,,
,0,,,,,,theatre management,gestión de teatros,gestión de teatros,gestão de teatro,,unesco,,
,0,,,,,,theatrical companies,compañía teatral,compañía teatral,companhias teatrais,,unesco,,
,0,,,,,,theatrical performances,obra de teatro,obra de teatro,apresentações teatrais,,unesco,,
,0,,,,,,theatrical production,producción teatral,producción teatral,produção teatral,,unesco,,
,0,,,,,,theft protection,protección contra el robo,protección contra el robo,proteção a roubo,,unesco,,
,0,,,,,,theology,teología,teología,teologia,,unesco,,
,0,,,,,,therapy,terapia,terapia,terapia,,unesco,,
,0,,,,,,thermal energy,energía térmica,energía térmica,energia térmica,,unesco,,
,0,,,,,,thermal engineering,ingeniería térmica,ingeniería térmica,engenharia térmica,,unesco,,
,0,,,,,,thermal power stations,central térmica,central térmica,centrais térmicas,,unesco,,
,0,,,,,,thermal properties,propiedad térmica,propiedad térmica,propriedades térmicas,,unesco,,
,0,,,,,,thermal springs,manantial de agua termal,manantial de agua termal,fontes termais,,unesco,,
,0,,,,,,land use change_2,cambio de uso de suelo_2,cambio de uso de suelo_2,mudança no uso da terra_2,,ipbes,,
,0,,,,,,thesauri,tesauro,tesauro,tesauro,,unesco,,
,0,,,,,,thesaurus compilation,compilación de tesauro,compilación de tesauro,compilação de dicionário de sinônimos,,unesco,,
,0,,,,,,theses,tesis,tesis,teses,,unesco,,
,0,,,,,,thinking,pensamiento,pensamiento,pensamento,,unesco,,
,0,,,,,,thorium,torio,torio,tório,,unesco,,
,0,,,,,,threshold effect,efecto umbral,efecto umbral,Efeito de limiar,,ipbes,,
,0,,,,,,thresholds,umbrales,umbrales,limites,,ipbes,,
,0,,,,,,tibetan,tibetano,tibetano,tibetano,,unesco,,
,0,,,,,,tidal energy,energía de las olas oceánicas,energía de las olas oceánicas,energia das marés,,unesco,,
,0,,,,,,tides,marea,marea,marés,,unesco,,
,0,,,,,,tied aid,ayuda vinculada,ayuda vinculada,ajuda vinculada,,unesco,,
,0,,,,,,tigrinya,tigrigna,tigrigna,tigrínia,,unesco,,
,0,,,,,,tillage,labranza,labranza,lavoura,,ipbes,,
,0,,,,,,timber line,línea de madera,línea de madera,linha de madeira,,ipbes,,
,0,,,,,,time,tiempo,tiempo,tempo,,unesco,,
,0,,,,,,time budgets,distribución del tiempo,distribución del tiempo,orçamentos de tempo,,unesco,,
,0,,,,,,time measuring instruments,instrumento de medición del tiempo,instrumento de medición del tiempo,instrumentos de medição de tempo,,unesco,,
,0,,,,,,time series,series temporales,series temporales,série temporal,,unesco,,
,0,,,,,,timor-leste,timor-leste,timor-leste,timor-leste,,unesco,,
,0,,,,,,tin,estaño,estaño,lata,,unesco,,
,0,,,,,,tipping point,punto de inflexión,punto de inflexión,ponto de inflexão,,ipbes,,
,0,,,,,,tipping point_2,punto de inflexión_2,punto de inflexión_2,ponto de inflexão_2,,ipbes,,
,0,,,,,,togo,togo,togo,ir,,unesco,,
,0,,,,,,tokelau,tokelau,tokelau,Tokelau,,unesco,,
,0,,,,,,tolerance,tolerancia,tolerancia,tolerância,,unesco,,
,0,,,,,,tonga,tonga,tonga,Tonga,,unesco,,
,0,,,,,,top down,de arriba hacia abajo,de arriba hacia abajo,careca,,ipbes,,
,0,,,,,,topography,topografía,topografía,topografia,,unesco,,
,0,,,,,,topology,topología,topología,topologia,,unesco,,
,0,,,,,,topsoil,capa superficial del suelo,capa superficial del suelo,solo superficial,,ipbes,,
,0,,,,,,torture,tortura,tortura,tortura,,unesco,,
,0,,,,,,total allowable catch (tac),captura total permitida (tac),captura total permitida (tac),captura total permitida (tac),,ipbes,,
,0,,,,,,total allowable catch (tac)_2,captura total permitida (tac)_2,captura total permitida (tac)_2,captura total permitida (tac)_2,,ipbes,,
,0,,,,,,total economic value,valor económico total,valor económico total,valor econômico total,,ipbes,,
,0,,,,,,totalitarianism,totalitarismo,totalitarismo,totalitarismo,,unesco,,
,0,,,,,,totemism,totemismo,totemismo,totemismo,,ipbes,,
,0,,,,,,totemism_2,totemismo_2,totemismo_2,totemismo_2,,ipbes,,
,0,,,,,,tourism,turismo,turismo,turismo,,unesco,,
,0,,,,,,tourist facilities,instalación turística,instalación turística,instalações turísticas,,unesco,,
,0,,,,,,tourist industry,industria turística,industria turística,industria turistica,,unesco,,
,0,,,,,,toxicology,toxicología,toxicología,toxicologia,,unesco,,
,0,,,,,,toys,juguete,juguete,brinquedos,,unesco,,
,0,,,,,,trade,comercio,comercio,troca,,unesco,,
,0,,,,,,trade (formal or informal),comercio (formal o informal),comercio (formal o informal),comércio (formal ou informal),,ipbes,,
,0,,,,,,trade policy,política comercial,política comercial,política comercial,,unesco,,
,0,,,,,,trade routes,ruta comercial,ruta comercial,rotas comerciais,,unesco,,
,0,,,,,,trade unions,sindicato,sindicato,sindicatos,,unesco,,
,0,,,,,,trade-off_1,compensación_1,compensación_1,compensação_1,,ipbes,,
,0,,,,,,trade-off_2,compensación_2,compensación_2,compensação_2,,ipbes,,
,0,,,,,,landscape planning,planificación del paisaje,planificación del paisaje,planejamento paisagístico,,ipbes,,
,0,,,,,,trademarks,marca registrada,marca registrada,marcas registradas,,unesco,,
,0,,,,,,traditional architecture,arquitectura tradicional,arquitectura tradicional,arquitetura tradicional,,unesco,,
,0,,,,,,traditional cultures,cultura tradicional,cultura tradicional,culturas tradicionais,,unesco,,
,0,,,,,,traditional dance,danza tradicional,danza tradicional,dança tradicional,,unesco,,
,0,,,,,,traditional ecological knowledge_1,conocimiento ecológico tradicional_1,conocimiento ecológico tradicional_1,conhecimento ecológico tradicional_1,,ipbes,,
,0,,,,,,traditional ecosystem healing principles,principios tradicionales de curación de ecosistemas,principios tradicionales de curación de ecosistemas,princípios tradicionais de cura do ecossistema,,ipbes,,
,0,,,,,,traditional education,educación tradicional,educación tradicional,educação tradicional,,unesco,,
,0,,,,,,traditional knowledge,conocimientos tradicionales,conocimientos tradicionales,conhecimento tradicional,,unesco,,
,0,,,,,,traditional knowledge (tk),conocimiento tradicional (tk),conocimiento tradicional (tk),conhecimento tradicional (tk),,ipbes,,
,0,,,,,,traditional knowledge (tk)_2,conocimiento tradicional (tk)_2,conocimiento tradicional (tk)_2,conhecimento tradicional (tk)_2,,ipbes,,
,0,,,,,,life frames of nature’s values (lfs or life frames),marcos de vida de los valores de la naturaleza (lfs o marcos de vida),marcos de vida de los valores de la naturaleza (lfs o marcos de vida),quadros de vida dos valores da natureza (lfs ou quadros de vida),,ipbes,,
,0,,,,,,traditional music,música tradicional,música tradicional,música tradicional,,unesco,,
,0,,,,,,traditional societies,sociedad tradicional,sociedad tradicional,sociedades tradicionais,,unesco,,
,0,,,,,,traditional technology,tecnología tradicional,tecnología tradicional,tecnologia tradicional,,unesco,,
,0,,,,,,traditional theatre,teatro tradicional,teatro tradicional,teatro tradicional,,unesco,,
,0,,,,,,traffic,tráfico,tráfico,tráfego,,unesco,,
,0,,,,,,tragedy of the commons,tragedia de los comunes,tragedia de los comunes,Tragédia dos comuns,,ipbes,,
,0,,,,,,tragedy of the commons_ias,tragedia de los comunes_ias,tragedia de los comunes_ias,tragédia dos comuns_ias,,ipbes,,
,0,,,,,,trainees,estudiante de prácticas,estudiante de prácticas,estagiários,,unesco,,
,0,,,,,,trainers,instructor,instructor,treinadores,,unesco,,
,0,,,,,,training,formación,formación,treinamento,,unesco,,
,0,,,,,,training centres,centro de formación,centro de formación,centros de treinamento,,unesco,,
,0,,,,,,training courses,curso de formación,curso de formación,cursos de treinamento,,unesco,,
,0,,,,,,training methods,método de formación,método de formación,métodos de treinamento,,unesco,,
,0,,,,,,trains,tren,tren,trens,,unesco,,
,0,,,,,,transboundary,transfronterizo,transfronterizo,transfronteiriço,,ipbes,,
,0,,,,,,transboundary pollution,contaminación transfronteriza,contaminación transfronteriza,poluição transfronteiriça,,ipbes,,
,0,,,,,,transboundary protected areas,zona transfronteriza protegida,zona transfronteriza protegida,áreas protegidas transfronteiriças,,unesco,,
,0,,,,,,transboundary waters,aguas transfronterizas,aguas transfronterizas,águas transfronteiriças,,unesco,,
,0,,,,,,transcription,transcripción,transcripción,transcrição,,unesco,,
,0,,,,,,transformability (part of resilience),transformabilidad (parte de la resiliencia),transformabilidad (parte de la resiliencia),transformabilidade (parte da resiliência),,ipbes,,
,0,,,,,,transformation_1,transformación_1,transformación_1,transformação_1,,ipbes,,
,0,,,,,,transformation_2,transformación_2,transformación_2,transformação_2,,ipbes,,
,0,,,,,,transformation_3,transformación_3,transformación_3,transformação_3,,ipbes,,
,0,,,,,,livelihood diversification,diversificación de los medios de vida,diversificación de los medios de vida,diversificação de meios de subsistência,,ipbes,,
,0,,,,,,transformative change_1,cambio transformador_1,cambio transformador_1,mudança transformadora_1,,ipbes,,
,0,,,,,,transformative change_2,cambio transformador_2,cambio transformador_2,mudança transformadora_2,,ipbes,,
,0,,,,,,transformative change_3,cambio transformador_3,cambio transformador_3,mudança transformadora_3,,ipbes,,
,0,,,,,,transformative change_ias,cambio_ias transformador,cambio_ias transformador,mudança transformadora_ias,,ipbes,,
,0,,,,,,transformative governance,gobernanza transformadora,gobernanza transformadora,governança transformadora,,ipbes,,
,0,,,,,,transhumance_1,trashumancia_1,trashumancia_1,transumância_1,,ipbes,,
,0,,,,,,transhumance_2,trashumancia_2,trashumancia_2,transumância_2,,ipbes,,
,0,,,,,,transhumance_3,trashumancia_3,trashumancia_3,transumância_3,,ipbes,,
,0,,,,,,transhumance_4,trashumancia_4,trashumancia_4,transumância_4,,ipbes,,
,0,,,,,,transistors,transistor,transistor,transistores,,unesco,,
,0,,,,,,transition from school to work,transición a la vida activa,transición a la vida activa,transição da escola para o trabalho,,unesco,,
,0,,,,,,transitional pathways_1,caminos de transición_1,caminos de transición_1,caminhos de transição_1,,ipbes,,
,0,,,,,,translation,traducción,traducción,tradução,,unesco,,
,0,,,,,,translation services,servicio de traducción,servicio de traducción,serviços de tradução,,unesco,,
,0,,,,,,translations,traducciones,traducciones,traduções,,unesco,,
,0,,,,,,translators,traductor,traductor,tradutores,,unesco,,
,0,,,,,,transliteration,transliteración,transliteración,transliteração,,unesco,,
,0,,,,,,livelihood resilience,resiliencia de los medios de vida,resiliencia de los medios de vida,resiliência dos meios de subsistência,,ipbes,,
,0,,,,,,transnational corporations,empresa transnacional,empresa transnacional,corporações transnacionais,,unesco,,
,0,,,,,,transnational data flow,transmisión internacional de datos,transmisión internacional de datos,fluxo de dados transnacional,,unesco,,
,0,,,,,,transport,transporte,transporte,transporte,,unesco,,
,0,,,,,,transport economics,economía del transporte,economía del transporte,economia dos transportes,,unesco,,
,0,,,,,,transport engineering,ingeniería del transporte,ingeniería del transporte,engenharia de transportes,,unesco,,
,0,,,,,,transport infrastructure,infraestructura de transportes,infraestructura de transportes,infraestrutura de transporte,,unesco,,
,0,,,,,,transport planning,planificación del transporte,planificación del transporte,planejamento de transporte,,unesco,,
,0,,,,,,transport policy,política de transporte,política de transporte,política de transportes,,unesco,,
,0,,,,,,transport safety,seguridad del transporte,seguridad del transporte,segurança no transporte,,unesco,,
,0,,,,,,travel,viaje,viaje,viagem,,unesco,,
,0,,,,,,travel abroad,viaje al extranjero,viaje al extranjero,viajar para fora,,unesco,,
,0,,,,,,travel grants,beca de viaje,beca de viaje,bolsas de viagem,,unesco,,
,0,,,,,,travelling exhibitions,exposición itinerante,exposición itinerante,exposições itinerantes,,unesco,,
,0,,,,,,travelling theatre,teatro itinerante,teatro itinerante,teatro itinerante,,unesco,,
,0,,,,,,livelihood security,seguridad de los medios de vida,seguridad de los medios de vida,segurança de subsistência,,ipbes,,
,0,,,,,,livestock,ganado,ganado,gado,,unesco,,
,0,,,,,,living in harmony with nature,vivir en armonía con la naturaleza,vivir en armonía con la naturaleza,viver em harmonia com a natureza,,ipbes,,
,0,,,,,,trend,tendencia,tendencia,tendência,,ipbes,,
,0,,,,,,trend_2,tendencia_2,tendencia_2,tendência_2,,ipbes,,
,0,,,,,,trend_ias,tendencia_ias,tendencia_ias,tendência_ias,,ipbes,,
,0,,,,,,tribes,tribu,tribu,tribos,,unesco,,
,0,,,,,,trinidad and tobago,trinidad y tobago,trinidad y tobago,Trindade e Tobago,,unesco,,
,0,,,,,,trophic cascades_3,cascadas tróficas_3,cascadas tróficas_3,cascatas tróficas_3,,ipbes,,
,0,,,,,,trophic level,nivel trópico,nivel trópico,nível trófico,,ipbes,,
,0,,,,,,trophic level_1,nivel trófico_1,nivel trófico_1,nível trófico_1,,ipbes,,
,0,,,,,,trophic transfer,transferencia trófica,transferencia trófica,transferência trófica,,ipbes,,
,0,,,,,,trophy hunting,caza de trofeos,caza de trofeos,caça ao troféu,,ipbes,,
,0,,,,,,tropical diseases,enfermedad tropical,enfermedad tropical,doenças tropicais,,unesco,,
,0,,,,,,truancy,ausencia injustificada,ausencia injustificada,evasão escolar,,unesco,,
,0,,,,,,trypanosomiasis,tripanosomiasis,tripanosomiasis,tripanossomíase,,unesco,,
,0,,,,,,tsetse flies,mosca tsé tsé,mosca tsé tsé,mosca tsé-tsé,,unesco,,
,0,,,,,,tsunami,tsunami,tsunami,tsunami,,unesco,,
