sectors,keyword_en,keyword_es,keyword_pt
Agro,food products,productos alimenticios,produtos alimentícios
Agro,food proteins,proteinas alimentarias,proteínas alimentares
Agro,food rations,raciones alimenticias,rações alimentares
Agro,food regimen,regimen alimentario,regime alimentar
Agro,food resources,recursos alimenticios,recursos alimentares
Agro,food resources,recursos en alimentos,recursos alimentares
Agro,food services,servicios alimentarios,serviços alimentícios
Agro,food spoilage,deterioro de alimentos,a deterioração dos alimentos
Agro,food storage,almacenamiento de alimentos,armazenamento de alimentos
Agro,food supply,suministro de alimentos,suprimento de comida
Agro,food web,red alimentaria,teia alimentar
Agro,food-industry,industria de alimentos,indústria alimentícia
Agro,food's microbiology,microbiologia de alimentos,microbiologia dos alimentos
Agro,freeze drying,liofilizacion,liofilização
Agro,freezing,congelacion,congelando
Agro,food technology,tecnologia de alimentos,tecnologia alimentar
Transversal,freezing points,puntos de congelacion,pontos de congelamento
Piscícola,freshwater fish,peces de agua dulce,peixe de água doce
Agro,fruit,frutas,fruta
Forestal,forest conservation,conservacion forestal,conservação florestal
Forestal,forest cultivation (operation),cultivo de bosques (operacion),cultivo florestal (operação)
Agro,fruit vegetables,hortalizas de fruto,vegetais de frutas
Forestal,forest products,productos forestales,produtos florestais
Forestal,forest trees,arboles forestales,árvores da floresta
Forestal,deciduous forests,bosques caducifolios,Florestas decíduas
Forestal,forestry production,produccion forestal,produção florestal
Forestal,forestry services,servicios forestales,serviços florestais
Forestal,forestry workers,trabajadores forestales,trabalhadores florestais
Forestal,forests,bosques,florestas
Agro,fruitculture,fruticultura,fruticultura
Agro,fruits of temperate climate trees,frutas de arboles de clima templado,frutos de árvores de clima temperado
Agro,fuel additives,aditivos de combustibles,aditivos de combustível
Transversal,garden,jardín,jardim
Agro,garden cultivation,cultivo en huerta,cultivo de jardim
Biotecnología,gene flow,flujo de genes,fluxo gênico
Biotecnología,genes,genes,genes
Biotecnología,genetic composition,composición genética,composição genética
Biotecnología,genetic counseling,asesoria genetica,aconselhamento genético
Biotecnología,genetic engineering,ingenieria genetica,Engenharia genética
Biotecnología,genetic erosion,erosión genética,erosão genética
Biotecnología,genetic improvement,mejora genetica,melhoramento genético
Biotecnología,genetic intervention,intervencion genetica,intervenção genética
Biotecnología,genetic resources,recursos genéticos,recursos genéticos
Biotecnología,genetically modified organism,organismo genéticamente modificado,organismo geneticamente modificado
Biotecnología,genetics,genetica,genética
Transversal,germination,germinación,germinação
Agro,grain production,producción de granos,produção de grãos
Agro,grain yield,producción de grano,rendimento de grãos
Agro,grape pomace,orujo de uva,bagaço de uva
Agro,grapefruit,pomelo,toranja
Agro,grapefruits,pomelos,toranjas
Agro,grass clipping,recorte de pasto,corte de grama
Agro,grassland,pradera,pastagem
Agro,grazing land management,manejo de tierras de pastoreo,manejo de pastagens
Transversal,green capital,capital verde,capital verde
Transversal,green infrastructure,infraestructura verde,infraestrutura verde
Transversal,green revolution,revolución verde,revolução verde
Transversal,green taxes,impuestos verdes,impostos verdes
Agro,grinding,molienda,esmerilhamento
Agro,ground control systems,sistemas de control de la tierra,sistemas de controle de solo
Agro,growth regulators,reguladores del crecimiento,reguladores de crescimento
Transversal,guava,guayaba,goiaba
Transversal,guavas,guayabas,goiabas
Transversal,guayule,guayule,guaiule
Transversal,guinea pigs,cobayas,cobaias
Transversal,habitat connectivity,conectividad del hábitat,conectividade de habitat
Transversal,habitat ecosystem functions,funciones del ecosistema del hábitat,funções do ecossistema habitat
Transversal,habitat service,servicio de hábitat,serviço de habitat
Transversal,hardwood,madera dura,madeira dura
Transversal,harvest,cosecha,colheita
Transversal,harvesting,cosecha,colheita
Agro,healthy food,comida sana,comida saudável
Transversal,hemp,cañamo,cânhamo
Transversal,hemp (fiber),fibra de cañamo,cânhamo (fibra)
Transversal,herbs,hierbas,ervas
Transversal,heterozygosity,heterocigosidad,heterozigosidade
Transversal,homogenization,homogeneizacion,homogeneização
Energía,energetic resources,recursos energeticos,recursos energéticos
Energía,energy metabolism,metabolismo energetico,metabolismo energético
Energía,energy sources,fuentes de energia,fontes de energia
Transversal,homopolymers,homopolimeros,homopolímeros
Transversal,honey bee,miel de abeja,mel de abelha
Transversal,hotspot of endemism,foco de endemismo,hotspot de endemismo
Transversal,human genetics,genetica humana,genética humana
Forestal,humid tropics,trópicos húmedos,trópicos úmidos
Transversal,humification,humificación,humificação
Transversal,hydrological cycle,ciclo hidrologico,ciclo hidrológico
Transversal,hydrologists,hidrólogo,hidrólogos
Transversal,hydrolysis,hidrolisis,hidrólise
Transversal,important bird & biodiversity areas,importantes áreas de aves y biodiversidad,importantes áreas de aves e biodiversidade
Transversal,improved products,productos mejorados,produtos melhorados
Transversal,environmental technology,tecnologia ambiental,tecnologia Ambiental
Transversal,in situ conservation of biodiversity,conservación in situ de la biodiversidad,conservação in situ da biodiversidade
Transversal,indigenous and community conserved areas,áreas conservadas por comunidades indígenas y comunitarias.,áreas conservadas indígenas e comunitárias
Turismo,indigenous knowledge,conocimiento indígena,conhecimento indígena
Transversal,industrial symbiosis,simbiosis industrial,simbiose industrial
Transversal,infauna,infauna,infauna
Transversal,insects,insecto,insetos
Transversal,insects,insectos,insetos
Biotecnología,integrated biorefinery,biorrefinería integrada,biorrefinaria integrada
Transversal,integrated landscape management,gestión integrada del paisaje,gestão paisagística integrada
Transversal,interferon,interferon,interferon
Transversal,invertebrates,invertebrados,invertebrados
Transversal,investigation and development,investigacion y desarrollo,investigação e desenvolvimento
Transversal,iroko,iroko,Iroko
Transversal,isomerization,isomerizacion,isomerização
Transversal,key biodiversity area,área clave de biodiversidad,área-chave da biodiversidade
Transversal,keystone species,especie clave,espécies-chave
Transversal,laboratories,laboratorios,laboratórios
Transversal,laboratory prototypes,prototipos de laboratorio,protótipos de laboratório
Transversal,laboratory tests,ensayos de laboratorio,testes laboratoriais
Transversal,land cover,cobertura terrestre,cobertura da terra
Transversal,land transformation,transformación de la tierra,transformação de terras
Transversal,land use,uso de la tierra,uso da terra
Transversal,land use,uso de las tierras,uso da terra
Transversal,land use change,cambio de uso de suelo,mudança no uso da terra
Transversal,land use intensification,intensificación del uso de la tierra,intensificação do uso da terra
Transversal,land use services,servicios de utilizacion del suelo,serviços de uso da terra
Transversal,land value,valor de la tierra,valor da terra
Transversal,landscape design,diseño del paisaje,projeto paisagístico
Transversal,landscape functioning,funcionamiento del paisaje,funcionamento da paisagem
Transversal,landscape heterogeneity,heterogeneidad del paisaje,heterogeneidade da paisagem
Transversal,landscape protection,protección del paisaje,proteção da paisagem
Forestal,forest areas,zonas forestales,áreas florestais
Transversal,landscape protection,proteccion del paisaje,proteção da paisagem
Transversal,landscape socio-ecological approach,enfoque socioecológico del paisaje,abordagem socioecológica da paisagem
Transversal,large scale operations,operaciones a gran escala,operações em grande escala
Transversal,latex rubber,caucho de latex,borracha de látex
Agro,fruit crops,cosechas de frutas,colheitas de frutas
Forestal,tanniferous plants,plantas taniferas,plantas taníferas
Forestal,plantation forests,bosques de plantaciones,florestas plantadas
Transversal,leaching,lixiviación,lixiviação
Forestal,perennial plant cover,cobertura vegetal perenne,cobertura vegetal perene
Agro,legume vegetables,hortalizas leguminosas,legumes leguminosas
Agro,legumes,legumbres,leguminosas
Agro,legumes,leguminosas,leguminosas
Agro,lemons,limones,limões
Agro,lichens,liquenes,líquenes
Transversal,life cycle,ciclo de vida,vida útil
Agro,oilseed crops,cosechas de oleaginosas,colheitas de oleaginosas
Agro,oilseed crops,cosechas de semillas oleaginosas,colheitas de oleaginosas
Transversal,linseed oil,aceite de linaza,óleo de linhaça
Transversal,lipids,lipidos,lipídios
Agro,livestock,ganado,gado
Agro,livestock improvement,mejora del ganado,melhoria do gado
Agro,livestock manure,estiércol de ganado,esterco de gado
Agro,living lab,laboratorio viviente,laboratório vivo
Transversal,living lab,laboratorio viviente,laboratório vivo
Transversal,living organisms,organismos vivos,organismos vivos
Transversal,local community,comunidad local,comunidade local
Transversal,local ecological knowledge,conocimiento ecológico local,conhecimento ecológico local
Agro,organic soils,suelos organicos,solos orgânicos
Transversal,local economies,economías locales,economias locais
Agro,local food,comida local,comida local
Forestal,lumber,tablas de madera,madeira serrada
Transversal,living laboratory,laboratorio viviente,laboratório vivo
Transversal,macromolecules,macromoleculas,macro moléculas
Transversal,mainstreaming biodiversity,integración de la biodiversidad,integração da biodiversidade
Agro,maize,maíz,milho
Transversal,managed pollinator,polinizador manejado,polinizador gerenciado
Transversal,management of wild species,manejo de especies silvestres,gestão de espécies selvagens
Agro,mandarin,mandarino,mandarim
Agro,mango,mango,manga
Agro,mangoes,mangos,mangas
Agro,maple,arce,bordo
Piscícola,marine algae,alga marina,alga marinha
Piscícola,marine aquaculture,acuicultura marina,aquicultura marinha
Piscícola,marine biology,biología marina,biologia Marinha
Piscícola,marine biology,biologia marina,biologia Marinha
Piscícola,marine ecosystems,ecosistema marino,ecossistemas marinhos
Piscícola,marine environment,medio ambiente marino,ambiente marinho
Piscícola,marine fish,pez marino,peixe marinho
Piscícola,marine fish,peces marinos,peixe marinho
Piscícola,marine resources,recursos marinos,recursos marinhos
Transversal,mass spectrometers,espectrometros de masas,espectrômetros de massa
Transversal,mean species abundance,abundancia media de especies,abundância média de espécies
Forestal,permanent plant cover,cobertura vegetal permanente,cobertura vegetal permanente
Forestal,plantation,plantacion,plantação
Transversal,megadiverse countries,países megadiversos,países megadiversos
Transversal,megadiverse country,país megadiverso,país megadiverso
Transversal,metabolic activity,actividad metabólica,atividade metabólica
Transversal,micro-algae,microalgas,microalgas
Transversal,micro-habitats,microhábitats,micro-habitats
Transversal,microalga,microalga,microalga
Transversal,microbes,microbios,micróbios
Transversal,microbial biomass,biomasa microbiana,biomassa microbiana
Transversal,microbial genetics,genetica microbiana,genética microbiana
Transversal,microbiofuel,microbiocombustible,microbiocombustível
Transversal,microbiology,microbiologia,microbiologia
Transversal,microchemistry,microquimica,microquímica
Transversal,micronutrients,micronutrientes,micronutrientes
Biotecnología,mixed culture,cultivo mixto,cultura mista
Biotecnología,molecular biology,biologia molecular,biologia molecular
Biotecnología,molecular spectra,espectros moleculares,espectros moleculares
Biotecnología,molecular spectroscopy,espectroscopia molecular,espectroscopia molecular
Transversal,molecules,moleculas,moléculas
Transversal,mollusks,moluscos,moluscos
Transversal,multifunctional ‘scape,paisaje multifuncional,‘scape multifuncional
Transversal,mushroom,champiñón,cogumelo
Biotecnología,mutagenesis,mutagenesis,mutagênese
Transversal,muti-use system,sistema multiusos,sistema multiuso
Transversal,mycology,micologia,micologia
Transversal,mycoplasma,micoplasma,micoplasma
Transversal,myxobacteria,mixobacterias,mixobactérias
Transversal,native breed,raza nativa,raça nativa
Transversal,native pollinator,polinizador nativo,polinizador nativo
Transversal,native species,especies nativas,especies nativas
Transversal,natural areas,zonas naturales,áreas naturais
Transversal,natural capital accounts,cuentas de capital natural,contas de capital natural
Transversal,natural capital_1,capital natural,capital natural_1
Transversal,natural environment,medio ambiente natural,ambiente natural
Transversal,natural environment,medio natural,ambiente natural
Transversal,natural fertilizer,abono natural,fertilizante natural
Transversal,natural habitat,hábitat natural,habitat natural
Transversal,natural hazards,amenaza natural,riscos naturais
Transversal,natural history,historia natural,história Natural
Transversal,natural resource services,servicios de recursos naturales,serviços de recursos naturais
Transversal,natural resources,recursos naturales,recursos naturais
Transversal,natural rubber,caucho natural,borracha natural
Transversal,natural sciences,ciencias naturales,Ciências Naturais
Transversal,natural sciences,ciencias naturales,Ciências Naturais
Residuos,organic waste,residuos organicos,desperdício orgânico
Transversal,natural selection,selección natural,seleção natural
Transversal,nature,naturaleza,natureza
Transversal,nature conservation,conservacion de la naturaleza,conservação da Natureza
Transversal,nature-based recreation,recreación basada en la naturaleza,recreação baseada na natureza
Transversal,nature's contributions to people,contribuciones de la naturaleza a las personas,contribuições da natureza para as pessoas
Transversal,net biome production,producción neta de bioma,produção líquida do bioma
Transversal,net ecosystem production,producción neta del ecosistema,produção líquida do ecossistema
Transversal,net positive impact (npi),impacto positivo neto (npi),impacto positivo líquido (NPI)
Transversal,net present value,valor presente neto,valor presente líquido
Transversal,net primary production,producción primaria neta,produção primária líquida
Agro,non-lethal harvest,cosecha no letal,colheita não letal
Transversal,non-monetary valuation,valoración no monetaria,avaliação não monetária
Transversal,non-timber resource,recurso no maderable,recurso não madeireiro
Transversal,nucleic acids,acidos nucleicos,ácidos nucleicos
Transversal,nucleoproteins,nucleoproteinas,nucleoproteínas
Transversal,nucleosides,nucleosidos,nucleosídeos
Transversal,nucleotides,nucleotidos,nucleotídeos
Transversal,nutrient availability,disponibilidad de nutrientes,disponibilidade de nutrientes
Transversal,nutrient recovery,recuperación de nutrientes,recuperação de nutrientes
Transversal,nutrients,nutriente,nutrientes
Transversal,nylon fibers,fibras de nylon,fibras de náilon
Transversal,nylon resins,resinas de nylon,resinas de náilon
Transversal,oak,roble,carvalho
Transversal,oatmeal,avena,aveia
Transversal,oats,avena,aveia
Piscícola,oceanography,oceanografia,oceanografia
Forestal,tree planting,plantación de árboles,Plantação de árvore
Transversal,oils,aceites,óleos
Transversal,oilseeds,semillas oleaginosas,sementes oleaginosas
Transversal,olive,olivo,Oliva
Transversal,olive,aceituna,Oliva
Transversal,olive oil,aceite de oliva,azeite
Transversal,olive stone,hueso de olivo,caroço de oliveira
Transversal,one biosecurity,uno de bioseguridad,uma biossegurança
Transversal,one health,una salud,uma saúde
Transversal,orange tree,naranjo (arbol),laranjeira
Transversal,oranges,naranjas,laranjas
Transversal,organic ammonium compounds,compuestos organicos de amonio,compostos orgânicos de amônio
Transversal,organic anhydrides,anhidridos organicos,anidridos orgânicos
Agro,seasonal crop,cultivo de temporada,colheita sazonal
Transversal,organic arsenic compounds,compuestos organicos de arsenico,compostos orgânicos de arsênico
Transversal,organic azides,azidas organicas,azidas orgânicas
Agro,soil biochemistry,bioquimica del suelo,bioquímica do solo
Agro,soil biology,biologia de suelos,biologia do solo
Agro,soil chemistry,quimica del suelo,química do solo
Agro,soil classification,clasificacion de suelos,classificação do solo
Transversal,organic boron compounds,compuestos organicos de boro,compostos orgânicos de boro
Transversal,organic bromine compounds,compuestos organicos de bromo,compostos orgânicos de bromo
Transversal,organic chemicals,productos quimicos organicos,produtos químicos orgânicos
Forestal,reforestation,reforestacion,reflorestamento
Transversal,organic chemistry,quimica organica,química orgânica
Transversal,organic compounds,compuestos organicos,compostos orgânicos
Agro,organic fertilizers,fertilizantes organicos,fertilizantes orgânicos
Agro,organic food,alimentos orgánicos,comida orgânica
Agro,organic horticulture,horticultura orgánica,horticultura orgânica
Transversal,organic inputs,insumos orgánicos,insumos orgânicos
Transversal,organic matter,materia orgánica,matéria orgânica
Piscícola,aquatic plants,plantas acuáticas,plantas aquáticas
Transversal,ornithology,ornitología,ornitologia
Transversal,outdoor roofing material,material para techos al aire libre,material de cobertura ao ar livre
Transversal,palm kernel shell,cáscara de almendra de palma,casca de palmiste
Transversal,palm oil,aceite de palma,azeite de dendê
Transversal,papaya (tree),papayo (arbol),mamão (árvore)
Transversal,papayas,papayas,mamão
Transversal,participatory governance,gobernanza participativa,governança participativa
Transversal,pass,abono,passar
Transversal,passive restoration,restauración pasiva,restauração passiva
Transversal,payment for ecosystem services,pago por servicios ecosistémicos,pagamento por serviços ecossistêmicos
Transversal,peanut,mani,amendoim
Piscícola,aquatic plants,plantas acuaticas,plantas aquáticas
Transversal,peanut oil,aceite de mani,óleo de amendoim
Transversal,peat,turba,turfa
Transversal,peatland,turbera,Turfeiras
Transversal,pellet fuel,combustible de pellets,combustível de pellets
Transversal,pellet stove,estufa de pellets,fogão a pellets
Transversal,peptides,peptidos,peptídeos
Agro,sugar crops,cosechas azucareras,culturas de açúcar
Transversal,plant propagation,propagación de plantas,propagação de plantas
Transversal,plant anatomy,anatomia vegetal,anatomia vegetal
Biotecnología,biotechnological development,desarrollo biotecnologico,desenvolvimento biotecnológico
Transversal,plant ecology,ecologia vegetal,ecologia vegetal
Agro,tropical agriculture,agricultura tropical,agricultura tropical
Forestal,tropical forests,bosques tropicales,As florestas tropicais
Transversal,phenology,fenología,fenologia
Transversal,phylogenetic diversity,diversidad filogenética,diversidade filogenética
Biotecnología,biotechnological innovations,innovaciones biotecnologicas,inovações biotecnológicas
Biotecnología,biotechnological potential,potencial biotecnologico,potencial biotecnológico
Agro,vegetable crops,cosechas de hortalizas,culturas hortícolas
Biotecnología,biotechnological research,investigacion biotecnologica,pesquisa biotecnológica
Biotecnología,biotechnological revolution,revolucion biotecnologica,revolução biotecnológica
Transversal,phylogenetic endemism,endemismo filogenético,endemismo filogenético
Transversal,physical biochemistry,bioquimica fisica,bioquímica física
Transversal,physical environment,medio ambiente fisico,ambiente físico
Biotecnología,biotechnological trends,tendencias biotecnologicas,tendências biotecnológicas
Transversal,phytogenetics,fitogenetica,fitogenética
Transversal,phytogenics,fitogenia,fitogênicos
Transversal,phytoplankton,fitoplancton,fitoplâncton
Agro,pig farm,granja de cerdos,Fazenda de porcos
Residuos,pig manure,estiércol de cerdo,esterco de porco
Transversal,pigmentation,pigmentacion,pigmentação
Transversal,pigments,pigmentos,pigmentos
Agro,pilot farms,granjas piloto,fazendas piloto
Transversal,plant growth,crecimiento de las plantas,crescimento da planta
Transversal,plant layout,disposicion de la planta,layout da planta
Transversal,plant mating system,sistema de apareamiento de plantas,sistema de acasalamento de plantas
Forestal,pine,pino,pinho
Agro,pineapples,piñas,abacaxi
Agro,tuber crops,cosechas de tuberculos,colheitas de tubérculos
Piscícola,pisciculture,piscicultura,piscicultura
Transversal,planetary boundaries,límites planetarios,fronteiras planetárias
Transversal,planned biodiversity,biodiversidad planificada,biodiversidade planeada
Transversal,plant products,producto vegetal,produtos vegetais
Transversal,plant protection,proteccion de las plantas,proteção de plantas
Transversal,plant reproduction,reproduccion de las plantas,reprodução de plantas
Transversal,plant resources,recursos vegetales,recursos vegetais
Transversal,plant root,raíz de la planta,raiz da planta
Transversal,plant transpiration,transpiración vegetal,transpiração das plantas
Transversal,plant viruses,virus vegetales,vírus de plantas
Agro,agri-business,agronegocios,agronegócio
Agro,agri-food,agroalimentaria,agroalimentar
Agro,agri-food,agroalimentario,agroalimentar
Agro,agri-food chain,cadena agroalimentaria,cadeia agroalimentar
Agro,agri-food industry,industria agroalimentaria,indústria agroalimentar
Transversal,plant-pollinator network,red planta-polinizador,rede planta-polinizadora
Agro,agricultural,agrícola,agrícola
Agro,agricultural industry,industria agrícola,indústria agrícola
Agro,agricultural land,tierra agricola,terras agrícolas
Agro,agricultural production,producción de agricultura,produção agrícola
Agro,agricultural productivity,productividad agrícola,produtividade agrícola
Agro,agricultural research,investigación agrícola,pesquisa agrícola
Agro,agricultural residue,residuos agrícolas,resíduo agrícola
Agro,agricultural surplus,excedente agrícola,excedente agrícola
Agro,agricultural sustainability,sostenibilidad agrícola,sustentabilidade agrícola
Agro,agricultural value chain,cadena de valor agrícola,cadeia de valor agrícola
Agro,agricultural waste,residuos agrícolas,Resíduos agrícolas
Agro,agriculture industry,industria agrícola,indústria agrícola
Agro,agriculture product,producto agrícola,produto agrícola
Agro,agrifood chain,cadena agroalimentaria,cadeia agroalimentar
Agro,agrifood industry,industria agroalimentaria,indústria agroalimentar
Agro,agritech,agrotecnológico,tecnologia agrícola
Agro,agro industrial sector,sector agroindustrial,setor agroindustrial
Agro,agro-biodiversity,agrobiodiversidad,agrobiodiversidade
Agro,agro-biomass,agrobiomasa,agro-biomassa
Agro,agro-ecological,agroecológico,agroecológico
Agro,agro-ecology,agroecología,agroecologia
Agro,agro-food,agroalimentos,agroalimentar
Agro,agro-food residue,residuos agroalimentarios,resíduo agroalimentar
Agro,agro-food residue conversion packaging material,material de embalaje para la conversión de residuos agroalimentarios,material de embalagem para conversão de resíduos agroalimentares
Agro,agro-food sector,sector agroalimentario,setor agroalimentar
Forestal,agro-forestry,agrosilvicultura,agro-silvicultura
Agro,agro-industrial sector,sector agroindustrial,setor agroindustrial
Residuos,agro-industrial waste,residuos agroindustriales,resíduos agroindustriais
Agro,agrobiomass,agrobiomasa,agrobiomassa
Agro,agroecological,agroecológico,agroecológico
Agro,agrofood,agroalimentos,agroalimentar
Transversal,root plants,plantas de raiz,raízes
Agro,agrofood residue conversion packaging material,material de embalaje para la conversión de residuos agroalimentarios,material de embalagem para conversão de resíduos agroalimentares
Agro,agrofood sector,sector agroalimentario,setor agroalimentar
Residuos,agroindustrial waste,residuos agroindustriales,resíduos agroindustriais
Transversal,stimulating plants,plantas estimulantes,plantas estimulantes
Transversal,plants,plantas,plantas
Transversal,plant genetic diversity,diversidad genética vegetal,diversidade genética de plantas
Residuos,animal waste,desecho animal,resíduos animais
Transversal,plant biodiversity,biodiversidad vegetal,biodiversidade vegetal
Transversal,plant biology,biología vegetal,biologia vegetal
Transversal,plant biochemistry,bioquímica vegetal,bioquímica vegetal
Transversal,biological control of plant diseases,control biológico de enfermedades de las plantas.,controle biológico de doenças de plantas
Transversal,plant ecology,ecología vegetal,ecologia vegetal
Transversal,plant systematics,sistemática vegetal,sistemática de plantas
Transversal,participatory plant breeding,mejoramiento vegetal participativo,melhoramento participativo de plantas
Transversal,grassland plant diversity,diversidad de plantas de pastizales,diversidade de plantas de pastagem
Transversal,aromatic plants,plantas aromaticas,plantas aromáticas
Residuos,waste disposal,eliminacion de residuos,depósito de lixo
Transversal,latifera plants,plantas latiferas,plantas latíferas
Agro,pollination,polinización,polinização
Transversal,pollination effectiveness,efectividad de la polinización,eficácia da polinização
Transversal,pollination efficiency,eficiencia de polinización,eficiência de polinização
Transversal,pollination network,red de polinización,rede de polinização
Transversal,pollination service,servicio de polinización,serviço de polinização
Agro,pollinator,polinizador,polinizador
Transversal,pollinator decline,disminución de polinizadores,declínio dos polinizadores
Transversal,pollinator dependence,dependencia de polinizadores,dependência de polinizadores
Agro,polyculture,policultivo,policultura
Agro,potatoes,patatas,batatas
Agro,potatoes,papas,batatas
Agro,precision breeding,cría de precisión,criação de precisão
Transversal,product lifecycle,ciclo de vida del producto,ciclo de vida do produto
Turismo,protected area,área protegida,área protegida
Energía,bio-energy,bioenergía,bioenergia
Energía,bio-energy production,producción de bioenergía,produção de bioenergia
Transversal,protein denaturation,desnaturalizacion de proteinas,desnaturação de proteínas
Transversal,protein metabolism,metabolismo de las proteinas,metabolismo proteico
Agro,protein rich foods,alimentos ricos en proteinas,alimentos ricos em proteínas
Transversal,proteins,proteinas,proteínas
Transversal,pulp mill,planta de celulosa,fábrica de celulose
Biotecnología,pyrolysis,pirólisis,pirólise
Transversal,quality control,control de calidad,controle de qualidade
Transversal,quality of life,calidad de vida,qualidade de vida
Transversal,r&d centers,centros de i+d,centros de pesquisa e desenvolvimento
Transversal,r&d funds,fondos de i+d,fundos de pesquisa e desenvolvimento
Transversal,r&d institutes,institutos de i+d,institutos de pesquisa e desenvolvimento
Transversal,r&d laboratories,laboratorios de i+d,laboratórios de pesquisa e desenvolvimento
Transversal,r&d management,gestion de la i+d,gestão de pesquisa e desenvolvimento
Transversal,r&d objectives,objetivos de la i+d,objetivos de pesquisa e desenvolvimento
Transversal,r&d offer,oferta de i+d,oferta de pesquisa e desenvolvimento
Transversal,ramsar site,sitio ramsar,local Ramsar
Transversal,raw materials,materias primas,matérias-primas
Transversal,reaction kinetics,cinetica de reaccion,cinética de reação
Transversal,recessive genes,genes recesivos,genes recessivos
Transversal,recombination reactions,reacciones de recombinacion,reações de recombinação
Transversal,recycling,reciclaje,reciclando
Forestal,redd-plus,redd-plus,redd-plus
Forestal,redd+,redd+,vermelho+
Transversal,reduced impact logging,tala de impacto reducido,registro de impacto reduzido
Agro,reduced-tillage,labranza reducida,cultivo reduzido
Transversal,refining,refinando,refinar
Transversal,refrigeration,refrigeracion,refrigeração
Transversal,regional economy,economía regional,economia regional
Transversal,renewable resources,recursos renovables,recursos Renováveis
Transversal,reptiles,reptil,répteis
Transversal,reptiles,reptiles,répteis
Transversal,research laboratories,laboratorios de investigacion,laboratórios de pesquisa
Transversal,researchers,investigadores,pesquisadores
Residuos,bio-waste,biorresiduos,bio-resíduos
Transversal,resins,resinas,resinas
Transversal,resource recovery,recuperación de recursos,recuperação de recursos
Transversal,resources conservation,conservación de recursos,conservação de recursos
Transversal,resources development,aprovechamiento de recursos,desenvolvimento de recursos
Transversal,resources evaluation,evaluación de recursos,avaliação de recursos
Transversal,resources exploration,exploración de recursos,exploração de recursos
Transversal,resources management,gestión de recursos,gestão de recursos
Forestal,restoration,restauración,restauração
Agro,rice,arroz,arroz
Agro,rice,arroz,arroz
Agro,rice husk,cáscara de arroz,casca de arroz
Agro,rice straw,paja de arroz,palha de arroz
Agro,rice yield,rendimiento del arroz,rendimento do arroz
Transversal,rivers,río,rios
Transversal,rivers,rios,rios
Energía,bioenergy production,producción de bioenergía,produção de bioenergia
Transversal,rna virus,virus rna,vírus RNA
Transversal,medicinal plants,planta medicinal,plantas medicinais
Forestal,round wood,madera redonda,madeira redonda
Forestal,rubber wood,madera de caucho,Seringueira
Transversal,rubbers,cauchos,borrachas
Transversal,rural,rural,rural
Transversal,rural area,área rural,área rural
Transversal,rural economy,economía rural,economia rural
Transversal,rural engineering,ingenieria rural,engenharia rural
Transversal,rural industries,industrias rurales,indústrias rurais
Transversal,rural zones,zonas rurales,zonas rurais
Agro,rye,centeno,centeio
Transversal,sacred natural sites,sitios naturales sagrados,locais naturais sagrados
Transversal,safflower oil,aceite de cartamo,óleo de cártamo
Forestal,saw dust,aserrín,viu poeira
Transversal,scientific cooperation,cooperación científica,cooperação científica
Transversal,scientific development,desarrollo científico,desenvolvimento científico
Residuos,biomass waste,residuos de biomasa,resíduos de biomassa
Transversal,scientific expeditions,expedición científica,expedições científicas
Transversal,scientific expeditions,expediciones cientificas,expedições científicas
Transversal,scientific innovations,innovación científica,inovações científicas
Transversal,scientific potential,potencial científico,potencial científico
Residuos,waste treatment,tratamiento de residuos,tratamento de esgoto
Transversal,scientists,científico,cientistas
Transversal,scorpions,escorpiones,escorpiões
Residuos,biowaste,residuos biológicos,resíduos biológicos
Piscícola,sea ​​fishing,pesca maritima,pesca marítima
Piscícola,sea ​​products,productos del mar,produtos do mar
Agro,seafood,mariscos,frutos do mar
Piscícola,seascape,paisaje marino,paisagem marinha
Transversal,secondary raw material,materia prima secundaria,matéria-prima secundária
Transversal,sediment turf,césped de sedimentos,relva de sedimentos
Transversal,seed selection,seleccion de semillas,seleção de sementes
Transversal,seeds,semillas,sementes
Transversal,semi-natural ecosystems,ecosistemas seminaturales,ecossistemas semi-naturais
Agro,circular agronomics,agronomía circular,agronomia circular
Transversal,sesame oil,aceite de sesamo,óleo de gergelim
Transversal,shrub,arbusto,arbusto
Agro,silage,ensilaje,silagem
Agro,silvicultural,silvicultura,silvicultura
Agro,silviculture,silvicultura,silvicultura
Agro,silvopastoralism,silvopastoralismo,silvipastorilismo
Transversal,slate oil,aceite de pizarra,óleo de ardósia
Forestal,closed forest,bosque cerrado,floresta fechada
Transversal,social-ecological resilience,resiliencia socioecológica,resiliência socioecológica
Forestal,cloud forest,bosque nuboso,floresta nublada
Transversal,socio-ecological production landscapes,paisajes de producción socioecológica,paisagens de produção socioecológica
Transversal,socio-ecological system,sistema socioecológico,sistema socioecológico
Transversal,socioecological resilience,resiliencia socioecológica,resiliência socioecológica
Agro,sorghum,sorgo,sorgo
Agro,sowing,siembra,semeadura
Agro,soy,soya,soja
Agro,soybean,haba de soja,soja
Transversal,species,especie,espécies
Transversal,species composition,composición de especies,composição de espécies
Transversal,species richness,riqueza de especies,riqueza de espécies
Transversal,species richness,riqueza de especies,riqueza de espécies
Transversal,species-led management,gestión basada en especies,gestão liderada por espécies
Biotecnología,spectrophotometry,espectrofotometria,espectrofotometria
Forestal,deforestation,deforestación,desmatamento
